ID #,TITLE,DESCRIPTION,LOCATION,DISTRICT,LATITUDE,LONGITUDE
CF-660836-260,Wilder Rec Center Elevator Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,958 Jessie St,5,,
CF-660836-278,Replace Well Filter- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1282 Kaufman Drive,,,
CF-660836-97,Phalen Beach House Plumbing Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1400 Phalen Drive,,,
CF-660836-131,Como Zoo Main Building Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-126,Como Picnic Pavillion Serving Windows Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1199 Midway Pkwy,,,
CF-073144,Scheffer Play Area,"Update Scheffer play area to meet or exceed current safety recommendations and ADA compliance standards. The intent of this project is for moderate play area improvements.  The improvements proposed will be kept to a minimum in case the space requirements for the future building make it necessary to relocate the play area.  The majority of the existing equipment, has recently been repainted, and our intent is to re-use as much of it as can be salvaged and still meet compliance.  The addition of resilient surfacing may be needed to improve access, and the removal of some play equipment may be necessary to meet safety recommendations.","237 Thomas Avenue, St. Paul, MN  55103",7,,
CF-660836-312,Fire Station 7 roof replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1038 Ross Street,,,
CF-660836-54,Outdoor Range One Repairs- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2621 Linwood Ave,,,
CF-660836-71,New Gutters Central Library- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,90 W 4th St,,,
CF-660836-212,McNeely Conservatory Steam Heat Radiation Equipment Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1325 Aida Place,,,
RE-661807-4,Citywide Homeowner Improvement Loan Program,"The funds are used to assist low income households to rehabilitate their homes by addressing CDBG eligible uses: (i.e. building code enforcement, lead paint abatement, hazardous waste treatment, handicap accessibility, energy improvements and window, roof and siding replacement, etc.).   Funds are also used for emergency repair of water/sewer lines, deficient furnaces and broken water heaters.",Citywide,Citywide,,
CF-660836-17,Wilder Recreation Center Gym Air Handler- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,958 Jessie St,5,,
CF-660836-26,McMurray Field Heating- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1155 W Jessamine,,,
CF-660836-173,Fire Station 9 Window Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1624 Maryland Ave,,,
CF-660836-41,Orchard Recreation Center Gym Furnace- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,875 Orchard Ave,"6, 7",,
CF-660836-297,Battle Creek Phone System- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,75 Winthrop St S,1,,
CF-660836-241,Hazel Park Rec Center Fire Alarm System Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,945 Hazel St N,2,,
CF-660836-262,Battle Creek Rec Center Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,75 Winthrop St S,1,,
CF-660836-208,Public Safety Annex HVAC Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,100 E 10th St,,,
CF-660836-104,Homecroft Recreation Center Bleachers- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1845 Sheridan Ave,15,,
CF-660836-187,Picnic Pavillion Roof Access Prevention- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1313 Hidden Falls Drive,,,
CF-660836-87,Como Zoo African Hoof Stock Energy and Emergency Electrical- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-132,Como Zoo Marine Mammal Exhibit Lights- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1250 Kaufman Drive,,,
CF-660836-103,Hillcrest Rec Center Theater/Stairs Waterproofing- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1978 Ford Pkwy,15,44.9176865,-93.1837387
CF-660836-74,Replace Roof at Station 14- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,111 N Snelling Ave,,,
CF-660836-282,Exhibit Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1282 Kaufman Drive,,,
CF-660836-192,Humidifier Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1315 Kaufman Drive,,,
CF-660836-330,Rice Rec Center Stairs- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1021 Marion St,6,,
CF-660836-138,Midway Stadium Field Lighting Contractor Replace- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1771 Energy Park Drive,,,
CF-660836-10,Fire Station #17 Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1226 Payne Ave,,,
CF-660836-235,Fire Station 23 Window Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1926 Como Avenue,,,
CF-660836-186,Hallie Q Brown Air Handler with Air Conditioning Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,270 Kent Street,8,,
CF-660836-315,Griffin Building exterior fencing - Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,367 Grove Street,,,
CF-660836-38,Prosperity Recreation Center Furnaces- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1371 Kennard St,"6, 7, 10, 12, 17",,
CF-660836-15,Fire Service Garage Office Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1675 Energy Park Drive,,,
CF-660836-304,Traffic Operations Building Fire Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,899 Dale Street North,,,
CF-660836-357,Hazel Park Recreation Center Security Lighting- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,945 Hazel St N,2,44.9699478,-93.0208817
CF-660836-344,"Repair Drain Box, Grates and Pipes- Capital Maintenance",A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-189,Fire Training Tower- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1683 Energy Park Drive,,,
CF-660836-31,Highland Park Library AC Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1974 Ford Pkwy,,,
CF-660836-177,Edgcumbe Rec Center Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,320 Griggs St S,14,,
CF-660836-199,Replace and Repair Existing Mechanical Equipment- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1285 Jessamine Avenue West,,,
CF-660836-423,Oxford Community Center - UV Filter Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,270 Lexington Pkwy N.,,,
CF-660836-327,Phalen Rec Center Fire Panel- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1000 Wheelock Pkwy E,5,,
CF-660836-52,Hallie Brown Fire Detection System- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,270 Kent Street,"2, 3, 4, 5, 6, 7, 8, 9",,
CF-660836-143,Garage Floor & Threshold Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1285 Jessamine Avenue West,,,
CF-660836-139,Rice Park Electrical Service- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,109 W. 4th Street,,,
CF-660836-29,Front Recreation Center Furnaces- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,485 Stinson St,"1, 2",,
CF-660836-144,Elevator Code Upgrades- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,Citywide,Citywide,,
CF-660836-363,Municipal Athletics Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1500 Rice St N,6,44.98629,-93.1051559
CF-660836-293,Langford Rec Center Air Conditioning- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,30 Langford Park,,,
CF-660836-287,Conservatory Green House Heat Exchanger- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1325 Aida Place,,,
CF-660836-384,Conway Recreation Center Raingarden- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2090 Conway Ave,1,44.9557343,-93.0121155
CF-660836-96,Phalen Lakeside Activity Center Plumbing Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1530 Phalen Drive,,,
CF-660836-148,Hayden Heights Rec Center Skylight Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1965 Hoyt Ave E,2,,
CF-660836-253,St. Paul Police Impound Lot- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,830 Barge Channel Road,,,
CF-660836-99,Como Golf Well- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1387 N Lexington Pkwy,,,
CF-660836-424,Dunning Rec Center - Fire and Security Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1221 Marshall Ave,,,
CF-660836-332,Palace Rec Center Block Repair- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,781 Palace Ave,9,,
CF-660836-329,Mears Park Bench Replacement - Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,221 East 5th Street,,,
CF-660836-147,Prosperity Rec Center Gym Floor Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1371 Kennard St,2,,
CF-660836-317,Central Library Gutter Liner- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,90 West Fourth Street,,,
CF-660836-19,Hancock Recreation Center Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1610 Hubbard Ave,11,,
CF-660836-33,Highland Park Library Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1974 Ford Pkwy,,,
CF-660836-334,Merriam Park Rec Center Restroom remodel- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2000 St. Anthony Ave,13,,
CF-660836-336,Police Headquarters Security Access Upgrades- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,367 Grove Street,,,
CF-660836-288,Rebuild Pool Bottom- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1840 Edgcumbe Road,,,
CF-0803603,Rondo Branch Library Capital Improvements,"This proposal defines a plan to upgrade the Rondo Library to meet the growing demand for greater separation of space for dedicated use, creating a more welcoming space and greater efficiency for staff.  The result will be a library that feels less congested with more space for people, have clearer lines of sight, dedicated space for teens, adults and children, and improved space for computer stations.  The upgrade will create critical spaces for business/workforce programs, space for English language classes, and a Homework Help Center that is not hidden behind shelves, and can easily be seen from the main part of the library.",461 Dale St.,8,44.955194,-93.126922
CF-660836-359,Phalen Rec Center Gym Window Film- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1000 Wheelock Pkwy E,5,44.9835815,-93.0584335
CF-660836-319,Kellogg Mall Park Bench Replacements- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,62 Kellogg Blvd. E.,,,
CF-660836-61,Boiler Replacement Highland Park Library- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1974 Ford Pkwy,,,
CF-660836-318,Newell Park Picnic Tables- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,900 North Fairview,,,
CF-660836-28,McDonough Recreation Center Boiler- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1544 Timberlake RD,"1, 2",,
CF-660836-238,Hamline Midway Parking Lot Repairs- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1558 West Minnehaha Avenue,,,
CF-660836-279,Replace Oil Monitoring System- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-248,Phalen Golf Fire Alarm System Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1615 Phalen Drive,,,
CF-660836-76,Training Tower Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1683 Energy Park Drive,,,
CF-660836-214,Scheffer Rec Center Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,237 Thomas Ave,7,,
CF-660836-201,Library Exterior Envelope Repairs- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1456 White Bear Avenue,,,
CF-660836-343,Municipal Equipment Garage Mid-Duty Drive on hoist- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-181,Recaulk Sidewalk & Baulstrade Central Library- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,90 W 4th St,,,
CF-660836-194,Air Conditioning Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1615 Phalen Drive,,,
CF-660836-228,Automation Center Connection to the Emergency Generator- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,90 W. 4th Street,,,
CF-660836-250,Kellogg Mall Park Electric Service Panel- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,60 E. Kellogg Blvd,,,
CF-660836-78,Replace Drain Troughs Station 4- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,505 Payne Ave,,,
CF-660836-291,Como Conservatory Old Parlor Area Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1325 Aida Place,,,
CF-660836-62,Energy Mgmt Controls Rice Street Library- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1011 Rice Street,,,
CF-660836-414,Fleet Services Division - Service Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-136,Forestry Garage Gutter and Flashing Repair- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1120 Hamline Avenue,,,
CF-660836-154,Indoor Range Facility Maintenance- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,100 E 10th St,,,
CF-660836-151,Security Gate and Controller- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-88,Como Zoo Bison Containment Fencing- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-4,Griffin Building Freight Only Lift- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,367 Grove Street,,,
CF-660836-83,Wilder Rec Center Gymnasium Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,958 Jessie St,5,,
CF-660836-124,Como Golf Clubhouse Roof Repair- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1431 Lexington Pkwy N.,,,
CF-660836-172,Fire Station 19 Window Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,"2530 Edgcumbe Road, Saint Paul, MN, 55116",,,
CF-660836-342,Used Oil Storage Tanks- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-6,Como Zoo Primate Exhibit Wall Restoration- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
RE-661810-2,Commercial Corridor and Citywide Economic Development,"The Commercial Corridor program will provide financing to assist businesses with expansion, property acquisition, rehabilitation, energy conservation improvements, leasehold improvements and development citywide.

Funds will be prioritized based on the city's Commercial Corridor Work Plans. Targeting city resources in a coordinated, concentrated and comprehensive manner will improve the lives of all Saint Paul citizens.",Citywide,Citywide,,
CF-660836-69,Refinish Windows Merriam Park Library- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1831 Marshall Avenue,,,
CF-660836-46,Como Zoo Organgutan and Large Cat Structural Glass Walls- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-273,Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1431 N. Lexington Pkwy,,,
CF-660836-206,Public Safety Annex Fourth Floor Demolition- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,100 E 10th St,,,
CF-660836-210,Central Services Facility Door Replacements- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1100 North Hamline,,,
CF-660836-25,Mounds Park Maintenance Furnance- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,279 Cypress,,,
CF-660836-200,New Ceiling and Acoustic Tile Installation- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1285 Jessamine Avenue West,,,
CF-660836-239,Hamline Midway Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1558 West Minnehaha Avenue,,,
CF-660836-67,Como Zoo Marine Mammal Building Entry Doors- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1250 Kaufman Drive,,,
CF-660836-277,Douglas Park Area Lighting- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,328 Stevens,,,
CF-660836-8,St. Anthony Park Library Masonry Tuckpointing- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2245 Como Ave,,,
CF-660836-412,Fleet Services Division - Mid-Duty Above Ground Vehicle Hoist- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-246,Boiler Burner Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1290 Kaufman Drive,,,
CF-660836-385,Hayden Heights HVAC Controls- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1965 Hoyt Ave E,2,44.9885025,-93.0169449
CF-660836-84,Sylvan Rec Center Storm Water Diversion- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,77 Rose Ave W,6,,
CF-660836-50,Baker Community Center Storm Water Diversion- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,209 Page St W,"11, 13",,
CF-660836-255,Upgraded Heating System for the Truck Wash Bay- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 N. Dale Street,,,
CF-660836-183,"Gazebo Repairs, Reroof and Repaint- Capital Maintenance",A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,281 Irvine Park,,,
CF-660836-207,Public Safety Annex Elevator Repairs- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,100 E 10th St,,,
CF-660836-175,Highland Park Aquatic Center Bottom Repair- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1840 Edgcumbe Road / Highland Park,,,
CF-660836-86,South St. Anthony Rec Center Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,898 Cromwell Ave,12,,
CF-660836-430,Public Works Garage - Brine System Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,873 N. Dale Street,,,
CF-660836-295,Fire Station 4 garage door replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,505 Payne Avenue,,,
CF-660836-408,Fire Station 4 - Trench Drain Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,505 Payne Ave.,,,
CF-660836-5,Central Service Facility Cold Storage Roof Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1100 Hamline Ave N,,,
CF-660836-216,McNeely Conservatory Sunken Garden Vestibule Steam Heater- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1325 Aida Place,,,
CF-660836-170,Palace Rec Center Gym Floor Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,781 Palace Ave,9,,
CF-660836-106,Como Zoo Hoof Stock Partial Roof- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-426,Watergate Marina - HVAC Replacement For Shop Area- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2500 Crosby Farm Rd,,,
CF-660836-80,Griffin Building Courtyard Concrete Pad- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,367 Grove Street,,,
CF-660836-155,Indoor Turning Target System- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,100 E 10th St,,,
CF-660836-270,West Minnehaha Rec Center Door Replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,685 Minnehaha Ave W,7,,
CF-660836-72,"Station 14 Windows, Patio Door and Tuckpoint- Capital Maintenance",A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,111 N Snelling Ave,,,
CF-660836-34,Eastview Recreation Center Unit Heater- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1675 5th St E,"4, 5",,
CF-660836-405,Fire Station 22 - Roof (old section) and A/C replacement- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,225 Front St.,,,
CF-660836-65,Yard Security- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,899 N Dale St,,,
CF-660836-169,Martin Luther King Rec Center Boiler Controls- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,270 Kent Street,8,,
CF-660836-422,"Central Service Facility, Vehicle Storage - Sprinkler System Replacement- Capital Maintenance",A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1120 Hamline Ave N,,,
CF-660836-149,Hayden Heights Rec. Center Outdoor Safety Lighting- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1965 Hoyt Ave E,2,,
CF-660836-73,"Replace Boilers at Stations 9, 19, 22- Capital Maintenance",A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1624 E Maryland; 2530 Edgcumbe Road; 225 Front Street,,,
CF-660836-35,Eastview Recreation Center Siding- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1675 5th St E,"6, 7, 10, 12, 17",,
CF-660836-152,Baker Rec Annex Electrical Service- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,209 Page St W,3,,
CF-660836-105,Wigington Pavilion Roof Parapet Waterproofing- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,200 Dr Justus Ohage Blvd,,,
CF-660836-375,Linwood Rec Center Retaining Wall Rebuild and Stabilization- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,860 St. Clair Ave,16,44.9339828,-93.1370316
CF-660836-118,Municipal Equipment Garage Back-Up Generator- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,891 North Dale Street,,,
CF-660836-322,Como Zoo Spider Monkey Glass- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1225 Estabrook Drive,,,
CF-660836-85,Hallie Q. Brown Restroom Partitions- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,270 Kent Street,8,,
CF-660836-281,Replace Lighting- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1600 Phalen Drive,,,
